,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
1641,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1789,42,,B3,652B LAFAYETTE AVENUE,,11216,2,0,2,"1,900","2,736",1899,1,B3,1300000,12/6/2022,40.6899227,-73.9489007
1642,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1791,41,,B3,756 LAFAYETTE AVENUE,,11221,2,0,2,"2,000","2,100",1899,1,B3,10,5/17/2022,40.6906143,-73.9429143
1643,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1791,57,,B3,61 VAN BUREN STREET,,11221,2,0,2,"2,000","2,100",1899,1,B3,780000,1/19/2023,40.6903042,-73.9431525
1645,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1791,66,,B3,43 VAN BUREN STREET,,11221,2,0,2,"2,000","2,160",1935,1,B3,1208000,6/22/2022,40.6902304,-73.9437945
1646,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1793,15,,B3,248 CLIFTON PLACE,,11216,2,0,2,"1,499","2,640",1899,1,B3,1400000,6/29/2022,40.6885553,-73.9542816
1649,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1793,21,,B3,260 CLIFTON PLACE,,11216,2,0,2,"2,000","2,700",1899,1,B3,0,2/15/2022,40.6886045,-73.9538597
1650,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1794,75,,B3,525 GREENE AVENUE,,11216,2,0,2,"2,000","2,400",1901,1,B3,0,12/23/2022,40.6887758,-73.949922
1651,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1794,80,,B3,517 GREENE AVENUE,,11216,2,0,2,"1,875","3,000",1899,1,B3,0,2/23/2022,40.6887348,-73.950261
1652,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1794,85,,B1,509 GREENE AVENUE,,11216,2,0,2,"2,183","2,697",2005,1,B1,0,8/9/2022,40.6886965,-73.9506036
1653,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1795,36,,B3,64 VAN BUREN STREET,,11221,2,0,2,"1,799","2,268",1901,1,B3,1500000,7/14/2022,40.6898568,-73.9430051
1654,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1796,37,,B3,146 VAN BUREN STREET,,11221,2,0,2,"1,925","2,598",1899,1,B3,706000,8/26/2022,40.6901929,-73.9400768
1655,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1796,53,,B3,715 GREENE AVENUE,,11221,2,0,2,"2,000","2,520",1899,1,B3,0,9/6/2022,40.6899238,-73.9399508
1656,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1797,35,,B3,452 GREENE AVENUE,,11216,2,0,2,"1,558","2,100",1931,1,B3,3500000,12/15/2022,40.6879974,-73.952645
1657,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1800,28,,B3,640A GREENE AVENUE,,11221,2,0,2,"2,000","2,620",1899,1,B3,0,1/5/2023,40.6890746,-73.943269
1658,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1800,59,,B3,469A LEXINGTON AVENUE,,11221,2,0,2,"2,000","2,400",1899,1,B3,0,3/12/2022,40.6887837,-73.9433197
1659,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1800,61,,B3,467 LEXINGTON AVENUE,,11221,2,0,2,"2,000","2,400",1899,1,B3,10000,7/1/2022,40.6887701,-73.9434604
1660,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1800,61,,B3,467 LEXINGTON AVENUE,,11221,2,0,2,"2,000","2,400",1899,1,B3,20000,6/30/2022,40.6887701,-73.9434604
1661,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1800,61,,B3,467 LEXINGTON AVENUE,,11221,2,0,2,"2,000","2,400",1899,1,B3,50000,4/27/2022,40.6887701,-73.9434604
1663,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1801,6,,B3,405 THROOP AVENUE,,11221,2,0,2,"1,799","2,268",1899,1,B3,2100000,6/22/2022,40.6890959,-73.9418519
1664,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1801,166,,B1,529 LEXINGTON AVENUE,,11221,2,0,2,"1,916","1,802",1993,1,B1,0,11/14/2022,40.6890898,-73.9406908
1665,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1801,166,,B1,529 LEXINGTON AVENUE,,11221,2,0,2,"1,916","1,802",1993,1,B1,0,11/14/2022,40.6890953,-73.9406223
1666,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1802,32,,B3,228 LEXINGTON AVENUE,,11216,2,0,2,"2,000","3,462",1899,1,B3,2540000,11/17/2022,40.6872618,-73.9525193
1667,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1803,59,,B3,313 QUINCY STREET,,11216,2,0,2,"1,600","1,920",1899,1,B3,1905000,2/17/2022,40.6874658,-73.9482716
1668,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1804,6,,B3,757 MARCY AVENUE,,11216,2,0,2,"1,100","2,001",1899,1,B3,1687000,11/10/2022,40.6879101,-73.9474707
1669,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1804,56,,B3,361 QUINCY STREET,,11216,2,0,2,"2,000","2,400",1899,1,B3,2220000,10/3/2022,40.6877118,-73.9461151
1670,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1804,63,,B1,349A QUINCY STREET,,11216,2,0,2,"1,512","3,004",1899,1,B1,1500000,2/2/2022,40.6876736,-73.9465442
1671,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1805,21,,B3,434A LEXINGTON AVENUE,,11221,2,0,2,"1,799","1,944",1901,1,B3,350000,12/23/2022,40.6882761,-73.9436843
1672,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1805,73,,B3,403 QUINCY STREET,,11221,2,0,2,"1,875","2,250",1899,1,B3,1055000,2/2/2022,40.6879333,-73.9441858
1673,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1806,77,,B2,461 QUINCY STREET,,11221,2,0,2,"1,875","1,312",1899,1,B2,700000,2/7/2022,40.6882421,-73.9415064
1674,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1806,132,,B1,512 LEXINGTON AVENUE,,11221,2,0,2,"2,099","1,974",1993,1,B1,830000,9/15/2022,40.6887024,-73.9399952
1675,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1807,26,,B3,206 QUINCY STREET,,11216,2,0,2,"1,900","2,888",1899,1,B3,1669000,3/8/2022,40.6864523,-73.9530031
1676,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1807,78,,B3,371 GATES AVENUE,,11216,2,0,2,"1,317","2,108",1899,1,B3,0,2/15/2022,40.6862379,-73.9523974
1677,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1808,38,,B3,314 QUINCY STREET,,11216,2,0,2,"1,666","3,000",1899,1,B3,997500,7/14/2022,40.6869691,-73.9485171
1678,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1809,23,,B3,372 QUINCY STREET,,11216,2,0,2,"2,000","2,280",1899,1,B3,2329000,11/15/2022,40.6872535,-73.9460975
1679,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1809,33,,B3,388 QUINCY STREET,,11216,2,0,2,"2,000","2,400",1899,1,B3,2460000,7/19/2022,40.6873245,-73.9454592
1680,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1811,17,,B3,500A QUINCY STREET,,11221,2,0,2,"1,874","2,532",1901,1,B3,1875000,10/12/2022,40.6878739,-73.9407099
1681,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1812,80,,B3,155 MONROE STREET,,11216,2,0,2,"1,799","2,880",1899,1,B3,0,11/30/2022,40.6854531,-73.9527333
1682,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1812,80,,B3,155 MONROE STREET,,11216,2,0,2,"1,799","2,880",1899,1,B3,900000,6/15/2022,40.6854531,-73.9527333
1683,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1812,82,,B3,151 MONROE STREET,,11216,2,0,2,"1,799","2,880",1899,1,B3,1300000,8/22/2022,40.6854394,-73.9528595
1684,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1812,168,,S2,175 MONROE STREET,,11216,2,1,3,"2,166","4,550",2004,1,S2,0,9/20/2022,40.6855515,-73.9518643
1686,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1814,49,,B1,317 MONROE STREET,,11216,2,0,2,"2,000","2,400",1899,1,B1,2399000,2/1/2022,40.6862788,-73.9455394
1688,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1816,73,,B3,403 MONROE STREET,,11221,2,0,2,991,"1,752",1899,1,B3,1605000,6/21/2022,40.6866967,-73.9414032
1689,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1816,75,,B3,401 MONROE STREET,,11221,2,0,2,991,"1,752",1899,1,B3,1100000,9/16/2022,40.6866831,-73.9415222
1690,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1817,12,,B3,136 MONROE STREET,,11216,2,0,2,"2,000","2,520",1899,1,B3,2859000,8/10/2022,40.6848825,-73.9536496
1691,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1818,102,,B2,379 NOSTRAND AVENUE,,11216,2,0,2,960,"2,112",2006,1,B2,0,7/1/2022,40.6849113,-73.9502494
1692,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1819,2,,B3,829 MARCY AVENUE,,11216,2,0,2,"2,000","4,000",1915,1,B3,0,7/18/2022,40.6853215,-73.9469031
1693,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1819,2,,B3,829 MARCY AVENUE,,11216,2,0,2,"2,000","4,000",1915,1,B3,1436000,4/14/2022,40.6853215,-73.9469031
1696,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1822,24,,B1,158 MADISON STREET,,11216,2,0,2,"1,667","1,945",1901,1,B1,1091000,4/18/2022,40.6842344,-73.9527558
1697,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1824,23,,B9,316 MADISON STREET,,11216,2,0,2,"2,000","3,200",1915,1,B9,0,2/8/2022,40.6850355,-73.9458
1698,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1824,40,,B3,358 TOMPKINS AVENUE,,11216,2,0,2,"1,700","2,400",1915,1,B3,1700000,6/13/2022,40.6851749,-73.9445523
1699,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1824,44,,B3,364 TOMPKINS AVENUE,,11216,2,0,2,"1,600","2,160",1920,1,B3,0,11/29/2022,40.6849581,-73.944502
1700,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1824,60,,B1,393A PUTNAM AVENUE,,11216,2,0,2,"2,000","3,040",1915,1,B1,2825000,2/23/2022,40.6847829,-73.9455298
1701,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1825,48,,B3,481 PUTNAM AVENUE,,11221,2,0,2,"1,917","2,157",1900,1,B3,950000,3/30/2022,40.6851819,-73.9420428
1702,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1825,49,,B3,479 PUTNAM AVENUE,,11221,2,0,2,"1,900","3,420",1899,1,B3,990000,1/10/2023,40.6851737,-73.9421113
1703,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1825,74,,B3,429 PUTNAM AVENUE,,11221,2,0,2,"1,558","2,765",1899,1,B3,15000,7/28/2022,40.6849468,-73.9438458
1704,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1827,36,,B3,236 PUTNAM AVENUE,,11216,2,0,2,"1,833","3,300",1899,1,B3,0,10/6/2022,40.6836027,-73.9517575
1705,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1827,37,,B3,236A PUTNAM AVENUE,,11216,2,0,2,"1,833","3,300",1899,1,B3,1125000,5/25/2022,40.6836081,-73.951689
1706,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1827,41,,B3,244 PUTNAM AVENUE,,11216,2,0,2,"2,000","3,875",1899,1,B3,4200000,5/3/2022,40.683641,-73.9514186
1707,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1827,42,,B3,246 PUTNAM AVENUE,,11216,2,0,2,"2,000","2,400",1899,1,B3,0,5/11/2022,40.6836492,-73.9513465
1708,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1827,47,,B3,256 PUTNAM AVENUE,,11216,2,0,2,"2,000","2,400",1899,1,B3,2350000,11/14/2022,40.6836902,-73.9509859
1709,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1828,30,,B3,322 PUTNAM AVENUE,,11216,2,0,2,"1,732","1,456",1900,1,B3,1300000,10/13/2022,40.6840019,-73.9482562
1710,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1828,30,,B3,322 PUTNAM AVENUE,,11216,2,0,2,"1,733","1,456",1900,1,B3,0,2/17/2022,40.6840019,-73.9482562
1711,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1828,44,,B3,350 PUTNAM AVENUE,,11216,2,0,2,"1,426","3,208",1901,1,B3,1418000,1/18/2023,40.6841305,-73.9473944
1712,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1829,17,,B3,384 PUTNAM AVENUE,,11216,2,0,2,"2,000","2,520",1915,1,B3,0,11/7/2022,40.684289,-73.9457826
1714,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1829,61,,B3,307 JEFFERSON AVENUE,,11216,2,0,2,"2,000","3,640",1915,1,B3,1200000,6/21/2022,40.6840363,-73.9455087
1715,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1831,13,,B3,516 PUTNAM AVENUE,,11221,2,0,2,"1,799","3,240",1899,1,B3,1320000,10/7/2022,40.6848738,-73.9406945
1716,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1831,27,,B3,544 PUTNAM AVENUE,,11221,2,0,2,"1,833","2,675",1899,1,B3,1500000,11/8/2022,40.6849831,-73.9397606
1717,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1831,39,,B3,568 PUTNAM AVENUE,,11221,2,0,2,"2,000","2,879",1899,1,B3,0,3/8/2022,40.6850733,-73.9389672
1718,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1833,30,,B9,244 JEFFERSON AVENUE,,11216,2,0,2,"2,000","3,800",1899,1,B9,0,11/1/2022,40.6832881,-73.9479503
1719,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1835,72,,B1,327 HANCOCK STREET,,11216,2,0,2,"1,799","3,240",1905,1,B1,3325000,10/19/2022,40.6835822,-73.9429383
1721,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1836,81,,B3,387 HANCOCK STREET,,11216,2,0,2,"1,817","3,272",1899,1,B3,2550000,7/27/2022,40.6838636,-73.9404611
1722,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1837,96,,B1,19 HALSEY STREET,,11216,2,0,2,"2,000","3,600",1899,1,B1,0,2/22/2022,40.6817037,-73.9527071
1723,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1838,17,,B3,178 HANCOCK STREET,,11216,2,0,2,"2,000","3,840",1901,1,B3,2300000,6/29/2022,40.682465,-73.9486648
1724,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1838,27,,B3,198 HANCOCK STREET,,11216,2,0,2,"2,060","3,600",1899,1,B3,495000,5/11/2022,40.6825415,-73.9479473
1725,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1838,73,,B1,125 HALSEY STREET,,11216,2,0,2,"1,275","3,060",1899,1,B1,3310000,8/11/2022,40.6821439,-73.9486326
1726,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1838,81,,B3,111 HALSEY STREET,,11216,2,0,2,"1,850","3,332",1901,1,B3,0,2/22/2022,40.6821194,-73.9491482
1727,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1839,8,,B3,242 HANCOCK STREET,,11216,2,0,2,"2,000","2,880",1901,1,B3,0,2/28/2022,40.6827411,-73.946166
1728,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1839,65,,B3,191A HALSEY STREET,,11216,2,0,2,"1,874","3,420",1901,1,B3,2825000,10/19/2022,40.6825295,-73.9455785
1729,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1839,65,,B3,191A HALSEY STREET,,11216,2,0,2,"1,875","2,700",1901,1,B3,1360000,3/9/2022,40.6825295,-73.9455785
1730,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1840,12,,B9,314 HANCOCK STREET,,11216,2,0,2,"1,749","2,164",1899,1,B9,2060000,6/2/2022,40.6830718,-73.9433354
1732,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1840,79,,B3,251 HALSEY STREET,,11216,2,0,2,"1,750","3,406",1899,1,B3,2860000,2/23/2022,40.6828219,-73.9430327
1733,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1840,80,,B9,249 HALSEY STREET,,11216,2,0,2,"1,749","2,932",1899,1,B9,2825000,8/17/2022,40.6828137,-73.9430976
1734,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1841,49,,B3,353 HALSEY STREET,,11216,2,0,2,"2,000","3,000",1899,1,B3,1700000,8/4/2022,40.6833247,-73.9386588
1735,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1841,54,,B3,345 HALSEY STREET,,11216,2,0,2,"2,000","3,000",1899,1,B3,10,5/28/2022,40.6832837,-73.9390158
1736,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1841,73,,B3,313 HALSEY STREET,,11216,2,0,2,"1,666","3,000",1899,1,B3,0,9/15/2022,40.6831335,-73.9403283
1737,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1842,40,,S2,20 ARLINGTON PLACE,,11216,2,1,3,"1,583","3,170",1899,1,S2,1200000,12/9/2022,40.6810829,-73.9515178
1738,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1844,61,,B3,103 MACON STREET,,11216,2,0,2,"2,000","3,600",1899,1,B3,0,3/24/2022,40.6815915,-73.9472053
1739,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1846,52,,B9,255 MACON STREET,,11216,2,0,2,"1,917","2,070",1910,1,B9,0,5/26/2022,40.6822666,-73.9413278
1740,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1846,64,,B9,231 MACON STREET,,11216,2,0,2,"1,874","1,914",1910,1,B9,0,7/19/2022,40.682171,-73.9421499
1741,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1846,64,,B9,231 MACON STREET,,11216,2,0,2,"1,874","1,914",1910,1,B9,0,11/30/2022,40.682171,-73.9421499
1742,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1846,64,,B9,231 MACON STREET,,11216,2,0,2,"1,875","1,914",1910,1,B9,10,5/23/2022,40.682171,-73.9421499
1743,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1846,64,,B9,231 MACON STREET,,11216,2,0,2,"1,875","1,914",1910,1,B9,5000,3/15/2022,40.682171,-73.9421499
1744,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1847,20,,B3,362 HALSEY STREET,,11216,2,0,2,"2,000","2,280",1910,1,B3,0,2/17/2022,40.6827625,-73.9394994
1745,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1847,61,,B3,301 MACON STREET,,11216,2,0,2,"2,000","3,200",1899,1,B3,0,12/6/2022,40.6824825,-73.9394419
1746,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1849,21,,B3,72 MACON STREET,,11216,2,0,2,"2,000","3,888",1899,1,B3,0,2/14/2022,40.6810046,-73.9482477
1747,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1850,12,,B3,3 VERONA PLACE,,11216,2,0,2,"1,565","2,669",1899,1,B3,0,10/31/2022,40.6811524,-73.9473787
1748,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1864,72,,B1,369 HERKIMER STREET,,11213,2,0,2,"1,600","3,024",1901,1,B1,2200000,7/22/2022,40.6793927,-73.9410203
1749,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1865,25,,B1,30 HERKIMER STREET,,11216,2,0,2,"1,855","3,270",1899,1,B1,1600000,9/27/2022,40.6795626,-73.9522147
1750,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1865,30,,B2,42 HERKIMER STREET,,11216,2,0,2,"1,823","1,968",1899,1,B2,2700000,6/7/2022,40.679535,-73.9518542
1751,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1867,39,,B3,170 HERKIMER STREET,,11216,2,0,2,"1,549","2,604",1901,1,B3,2610000,1/26/2023,40.6793054,-73.9477659
1752,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1868,26,,B1,10 HERKIMER COURT,,11216,2,0,2,"1,970","1,480",1899,1,B1,1590000,8/31/2022,40.6791041,-73.9458084
1753,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1869,18,,B1,304 HERKIMER STREET,,11216,2,0,2,"1,504","3,512",1901,1,B1,2512200,9/14/2022,40.6790891,-73.943245
1754,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1869,23,,B2,18 ST ANDREWS PLACE,,11216,2,0,2,"2,000","2,400",1901,1,B2,1060000,6/22/2022,40.6787489,-73.9434256
1755,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1871,89,,B3,12 ALICE COURT,,11213,2,0,2,"1,239","1,920",1899,1,B3,0,12/8/2022,40.678363,-73.9403037
1756,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1871,99,,B1,7 ALICE COURT,,11213,2,0,2,"1,240","1,920",1899,1,B1,0,3/22/2022,40.6783001,-73.9407725
1757,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1898,7,,B1,853 KENT AVENUE,,11205,2,0,2,"3,000","6,053",2020,1,B1,0,3/31/2022,40.6949963,-73.9591528
1758,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1899,26,,B2,89 FRANKLIN AVENUE,,11205,2,0,2,"2,516","2,466",1910,1,B2,0,12/14/2022,40.6963189,-73.9580989
1759,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,1,,S2,503 DEKALB AVENUE,,11205,2,1,3,"1,519","3,135",1955,1,S2,1800000,11/17/2022,40.690947,-73.9568691
1760,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,2,,S2,501 DEKALB AVENUE,,11205,2,1,3,"1,519","3,135",1955,1,S2,1800000,11/17/2022,40.6909388,-73.9569376
1761,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,3,,S2,499 DEKALB AVENUE,,11205,2,1,3,"1,519","3,135",1955,1,S2,1900000,11/17/2022,40.6909333,-73.9570061
1762,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,15,,B9,227 FRANKLIN AVENUE,,11205,2,0,2,"2,500","1,761",1901,1,B9,1900000,4/27/2022,40.6916909,-73.9571787
1763,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,48,,B3,210 SKILLMAN STREET,,11205,2,0,2,"1,747","1,995",1901,1,B3,0,3/2/2022,40.6919296,-73.9568216
1764,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1927,48,,B3,210 SKILLMAN STREET,,11205,2,0,2,"1,747","1,995",1901,1,B3,1410000,12/29/2022,40.6919296,-73.9568216
1765,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1B,1927,51,,V0,214 SKILLMAN STREET,,11205,0,0,0,"2,400",0,,1,B3,0,2/4/2022,40.6918006,-73.9568289
1766,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1928,77,,S2,515 DEKALB AVENUE,,11205,2,1,3,"1,040","2,520",1955,1,S2,0,2/25/2022,40.6909742,-73.9562705
1768,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1942,28,,S2,1002 BEDFORD AVENUE,,11205,2,1,3,"1,294","2,847",1935,1,S2,1800000,5/19/2022,40.6905759,-73.9555964
1769,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1949,63,,B3,131 CLIFTON PLACE,,11238,2,0,2,"1,874","1,890",1899,1,B3,0,1/10/2023,40.6885021,-73.9587854
1771,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1950,37,,B9,1052 BEDFORD AVENUE,,11205,2,0,2,"1,800","2,450",1905,1,B9,500000,3/15/2022,40.6889619,-73.9553307
1772,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1953,5,,B1,387 CLASSON AVENUE,,11238,2,0,2,"1,405","2,565",1899,1,B1,2625000,6/28/2022,40.6878052,-73.9595322
1773,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1953,6,,B1,301 GREENE AVENUE,,11238,2,0,2,"3,122","2,400",1899,1,B1,1900000,3/23/2022,40.6878546,-73.9594709
